"","split","set","x","y"
"1",1,"train",0.584022690069396,1.4382755198001
"2",1,"train",0.622967647642363,1.56824623123521
"3",1,"train",0.121185159243178,1.18721651722111
"4",1,"train",0.670752249525394,1.66771537877978
"5",1,"train",0.0916131825186312,1.20417260364213
"6",1,"train",0.947201550232712,1.88948507331288
"7",1,"train",0.0115548486751504,1.7955781346996
"8",1,"train",0.735913446664345,1.65621665701076
"9",1,"train",0.940614377527963,1.94808743040467
"10",1,"train",0.29327813943848,0.882720823246184
"11",1,"train",0.751307432309259,1.6624691573268
"12",1,"train",0.300687602953985,1.05962693039837
"13",1,"train",0.70801413619658,1.7263877163393
"14",1,"train",0.778065129010938,1.79874151802284
"15",1,"train",0.851977923177183,1.89225527622746
"16",1,"train",0.178460856443271,1.09100702142581
"17",1,"train",0.195990353580564,0.898941984518808
"18",1,"train",0.437433736403473,1.14472969911985
"19",1,"train",0.194241135192569,0.980223192793264
"20",1,"train",0.616011759249959,1.51989018844575
"21",1,"train",0.485507027711719,1.32120210647088
"22",1,"train",0.330845092956442,1.0253976581487
"23",1,"train",0.216484257373959,0.987032866527868
"24",1,"train",0.0387949607218616,1.51996735374681
"25",1,"train",0.742456726422533,1.70164998736025
"26",1,"train",0.419909184924327,1.17028844884614
"27",1,"train",0.4414138691267,1.10468720728279
"28",1,"train",0.519912696534302,1.40559181507506
"29",1,"train",0.457367629467044,1.30473887930987
"30",1,"train",0.353280765726231,0.89394610879479
"31",1,"train",0.404500557309948,1.24463343690708
"32",1,"train",0.519069666506257,1.30241075114105
"33",1,"train",0.339741263585165,1.07171243846305
"34",1,"train",0.0113670351402834,1.78554251685196
"35",1,"train",0.938011991158128,1.93850487708312
"36",1,"train",0.179551687086932,0.908054773947272
"37",1,"train",0.989002811631653,2.0119891557756
"38",1,"train",0.918724993683863,2.22064092560069
"39",1,"train",0.394227199987508,1.11083438444761
"40",1,"train",0.766862681077328,1.83459117355736
"41",1,"train",0.395055578364991,1.31813869890428
"42",1,"train",0.0894618219160475,1.31326300831436
"43",1,"train",0.727252623992972,1.87233258314242
"44",1,"train",0.323805485423654,0.95548173978781
"45",1,"train",0.40102331476286,1.10466768918059
"46",1,"train",0.0139088554074988,1.90943965471511
"47",1,"train",0.266667970225681,1.02964519888551
"48",1,"train",0.781574479842093,1.95659825154365
"49",1,"train",0.734002322512679,1.59592824211771
"50",1,"train",0.224986121254042,0.992950965842227
"51",1,"train",0.72218480536947,1.62917971969152
"52",1,"train",0.416528774565086,1.11345732703
"53",1,"train",0.926388301125262,1.88322631220253
"54",1,"train",0.795259297110606,1.76896036411359
"55",1,"train",0.577741139952559,1.41245399720013
"56",1,"train",0.205436238860711,1.05313996288037
"57",1,"train",0.467669894318096,1.07707499167557
"58",1,"train",0.829876900385134,1.94015631103885
"59",1,"train",0.519268805312458,1.47440719098867
"60",1,"train",0.224401637860574,1.07681509781582
"61",1,"train",0.12258142300183,1.09469861555671
"62",1,"train",0.746534899857361,1.9602764128658
"63",1,"train",0.649175559619907,1.6358717644279
"64",1,"train",0.830652709247079,1.76723906942214
"65",1,"train",0.143319931265432,1.03368322893179
"66",1,"train",0.736753357995767,1.87157158695677
"67",1,"train",0.904598179885652,1.93821222040587
"68",1,"train",0.943031135064084,1.84970904236712
"69",1,"train",0.736192679961678,1.62401493741639
"70",1,"train",0.156962140637916,0.946946455555693
"71",1,"train",0.126312488038093,1.35687084185764
"72",1,"train",0.18776018188335,1.08615544622002
"73",1,"train",0.605748573073652,1.55951762833581
"74",1,"train",0.645328063704073,1.53232856610647
"75",1,"train",0.740219661593437,1.82538691822816
"76",1,"train",0.29487225464778,1.01169831643561
"77",1,"train",0.564729418782517,1.4518936281667
"78",1,"train",0.16632615609793,0.946660636431693
"79",1,"train",0.241188290275168,0.893021970135468
"80",1,"train",0.754007337072399,1.80129369506104
"81",1,"train",0.278573748557828,0.873311746622048
"82",1,"train",0.838433543837164,2.10821226643172
"83",1,"train",0.796453007862438,1.99057582349699
"84",1,"train",0.480247110745404,1.13147859060404
"85",1,"train",0.458204256831668,1.2166023258616
"86",1,"train",0.744843787420541,1.78043011326826
"87",1,"train",0.519263631226495,1.39394858076026
"88",1,"train",0.678851201774087,1.64465634250043
"89",1,"train",0.721921129135881,1.74915692667818
"90",1,"train",0.681806939237285,1.79740136936226
"91",1,"train",0.732432795679197,1.81328150170184
"92",1,"train",0.812944589855615,1.82474571953503
"93",1,"train",0.363154779362958,1.10151535234363
"94",1,"train",0.786845847934019,1.81181063369395
"95",1,"train",0.962981933630072,1.87953582453745
"96",1,"train",0.68831803211011,1.79176802101902
"97",1,"train",0.683362536353525,1.63214515318683
"98",1,"train",0.915657983061392,2.09287741520086
"99",1,"train",0.0178058913466521,1.57330326839799
"100",1,"train",0.739222431494854,1.72478446791425
"101",1,"train",0.607439343906008,1.61930954777784
"102",1,"train",0.463164358485956,1.23199481243178
"103",1,"train",0.15758133192081,0.921676498955267
"104",1,"train",0.761948824876454,1.81906623721422
"105",1,"train",0.781021403544582,1.71107128740658
"106",1,"train",0.0172608054126613,1.71283738227701
"107",1,"train",0.262874536097515,0.914002539887667
"108",1,"train",0.312166185772512,0.840623445364764
"109",1,"train",0.971256944255438,2.06642955923892
"110",1,"train",0.906680749601219,1.76437668197096
"111",1,"train",0.819058139957488,2.08667154603469
"112",1,"train",0.268477084184997,0.913609892306619
"113",1,"train",0.978444164101966,1.94689653548784
"114",1,"train",0.622649825257249,1.44909987203099
"115",1,"train",0.907535393720027,1.92046043604344
"116",1,"train",0.635192225920036,1.45919246519214
"117",1,"train",0.722162279298063,1.72367967978131
"118",1,"train",0.61284807802178,1.41518114820441
"119",1,"train",0.593781520535704,1.39028034526573
"120",1,"train",0.362109294291586,1.20912730887262
"121",1,"train",0.596381200116593,1.3780634638478
"122",1,"train",0.536555692055263,1.36411682207389
"123",1,"train",0.0485471262130886,1.39427210537565
"124",1,"train",0.722460719433147,1.78209802249418
"125",1,"train",0.958000830677338,2.10443316763862
"126",1,"train",0.433219520950224,1.13875644460663
"127",1,"train",0.982989025937859,1.89167416997637
"128",1,"train",0.696272772185039,1.70225945369384
"129",1,"train",0.771342101455666,1.93728325600979
"130",1,"train",0.918875853084028,2.05718076981191
"131",1,"train",0.202729382377584,0.899468708634461
"132",1,"train",0.826432612296194,1.93765817871769
"133",1,"train",0.241366364625283,1.0289635877783
"134",1,"train",0.888877356448211,1.9053597943246
"135",1,"train",0.85119282138301,1.9773709221343
"136",1,"train",0.585787962484173,1.4960917206967
"137",1,"train",0.340092939157039,1.02770765857624
"138",1,"train",0.615660857013427,1.53564940765948
"139",1,"train",0.837644217396155,1.92157817202658
"140",1,"train",0.13779839068884,1.27929721309405
"141",1,"validation",0.937704659164883,2.08944613585322
"142",1,"validation",0.832143149806652,2.0821822622522
"143",1,"validation",0.523904989638831,1.36558409267708
"144",1,"validation",0.660422367497813,1.64665146748455
"145",1,"validation",0.935325524681248,1.9352784208737
"146",1,"validation",0.904991073424462,1.81630300058173
"147",1,"validation",0.147323066047393,0.890651033979093
"148",1,"validation",0.396301432433538,1.05286518380523
